id,source,question,freeze_datetime,resolution_date,outcome,p_h,p_he,n_evidence,brier_h,brier_he,brier_delta,z,abs_z
242e17fa4cf02fba614df523a64f8527f7776f3443e6281386b5eddcd84a097c,wikipedia,"According to Wikipedia, will Hans Niemann have a FIDE ranking on 2025-11-02 as high or higher than their ranking on 2025-10-26?",2025-10-16T00:00:00+00:00,2025-11-02,0.0,0.52,0.25,8,0.27040000000000003,0.0625,0.20790000000000003,-0.5192307692307693,0.5192307692307693
NFCIRISK,fred,Will the Chicago Fed's National Financial Conditions Risk Subindex have increased by 2025-11-02 as compared to its value on 2025-10-26?,2025-10-16T00:00:00+00:00,2025-11-02,0.0,0.5,0.5,8,0.25,0.25,0.0,0.0,0.0
86c2ccz9tQ,manifold,Will Tesla have driverless ride-hailing in the US by end of year?,2025-10-16T00:00:00+00:00,2026-01-01,0.0,0.25,0.05,8,0.0625,0.0025000000000000005,0.06,-0.8,0.8
14b53bc593c52fa6616a9d0b81b58de35be6d1361196c29778ba80a1b04f1f63,wikipedia,"According to Wikipedia, will Koneru Humpy have a FIDE ranking on 2025-11-02 as high or higher than their ranking on 2025-10-26?",2025-10-16T00:00:00+00:00,2025-11-02,1.0,0.57,0.95,8,0.18490000000000004,0.0025000000000000044,0.18240000000000003,0.883720930232558,0.883720930232558
GIS,yfinance,"Will GIS's market close price on 2025-11-02 be higher than its market close price on 2025-10-26?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",2025-10-16T00:00:00+00:00,2025-11-02,0.0,0.51,0.48,8,0.2601,0.2304,0.029700000000000004,-0.058823529411764754,0.058823529411764754
EXPINF2YR,fred,Will the Federal Reserve Bank of Cleveland's 2-year expected inflation rate have increased by 2025-11-25 as compared to its value on 2025-10-26?,2025-10-16T00:00:00+00:00,2025-11-25,0.0,0.48,0.52,8,0.2304,0.27040000000000003,-0.040000000000000036,0.07692307692307698,0.07692307692307698
0xbb0e4120b64af4ff962dae9fda5e73f3ea14c689dd22e4099adeafe69700e546,polymarket,Will Francesca Muñoz win the Chilean presidential election?,2025-10-16T00:00:00+00:00,2025-11-16,0.0,0.02,0.01,8,0.0004,0.0001,0.00030000000000000003,-0.5,0.5
FRT,yfinance,"Will FRT's market close price on 2025-11-02 be higher than its market close price on 2025-10-26?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",2025-10-16T00:00:00+00:00,2025-11-02,0.0,0.51,0.48,8,0.2601,0.2304,0.029700000000000004,-0.058823529411764754,0.058823529411764754
e5af3a39adde513b9951423acd136679dec9a6cd95d8f5a1cd5624f1d169481c,acled,"Will there be more than ten times as many fatalities in Iran for the 30 days before 2025-11-02 compared to one plus the 30-day average of fatalities over the 360 days preceding 2025-10-26?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,fatalities
2023-11-11,1
2023-10-10,2
to calculate one plus the 30-day average of fatalities over the preceding 360 days, we’d have: 1+(1+2)/12=1.25.

In this example, for the question to resolve positively, 13 (10 x 1.25) or more fatalities would need to occur in the 30 days leading up to the resolution.",2025-10-16T00:00:00+00:00,2025-11-02,0.0,0.15,0.25,8,0.0225,0.0625,-0.04,0.11764705882352942,0.11764705882352942
DEXKOUS,fred,Will the spot exchange rate of South Korean won to US dollars have increased by 2025-11-02 as compared to its value on 2025-10-26?,2025-10-16T00:00:00+00:00,2025-11-02,0.0,0.5,0.35,8,0.25,0.12249999999999998,0.1275,-0.30000000000000004,0.30000000000000004
1560,infer,Will the European “Coalition of the Willing” deploy forces to Ukraine in 2025?,2025-10-16T00:00:00+00:00,2026-01-01,0.0,0.25,0.25,8,0.0625,0.0625,0.0,0.0,0.0
Zn0R05lcyR,manifold,Will there be a Waymo skit on SNL in 2025?,2025-10-16T00:00:00+00:00,2026-01-01,0.0,0.15,0.25,8,0.0225,0.0625,-0.04,0.11764705882352942,0.11764705882352942
2b2cf6ee0a5b3ab260fde9b7f9119132728d2186d360ede11d2daeb748f9f8b0,wikipedia,"According to Wikipedia, will a vaccine have been developed for Sporotrichosis by 2025-11-02?",2025-10-16T00:00:00+00:00,2025-11-02,0.0,0.05,0.08,8,0.0025000000000000005,0.0064,-0.0039,0.031578947368421054,0.031578947368421054
0xce40c461a55895fb30e24da5d3b5e01c3e5ef3897808f0ccfd4d7a9fc420c7ca,polymarket,Will Drake be the top Spotify artist for 2025?,2025-10-16T00:00:00+00:00,2025-12-03,0.0,0.22,0.0,8,0.0484,0.0,0.0484,-1.0,1.0
WM,yfinance,"Will WM's market close price on 2025-11-02 be higher than its market close price on 2025-10-26?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",2025-10-16T00:00:00+00:00,2025-11-02,0.0,0.52,0.52,8,0.27040000000000003,0.27040000000000003,0.0,0.0,0.0
O,yfinance,"Will O's market close price on 2025-11-02 be higher than its market close price on 2025-10-26?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",2025-10-16T00:00:00+00:00,2025-11-02,0.0,0.51,0.25,8,0.2601,0.0625,0.1976,-0.5098039215686274,0.5098039215686274
meteofrance_TEMPERATURE_celsius.07481.D,dbnomics,What is the probability that the daily average temperature at the French weather station at Lyon–Saint Exupéry Airport will be higher on 2025-11-02 than on 2025-10-26?,2025-10-16T00:00:00+00:00,2025-11-02,1.0,0.35,0.35,8,0.42250000000000004,0.42250000000000004,0.0,0.0,0.0
BAMLHE00EHYIEY,fred,"Will the effective yield of the ICE BofA Euro High Yield Index, which tracks the performance of below investment grade corporate debt issued in the euro domestic or eurobond markets, have increased by 2025-11-02 as compared to its value on 2025-10-26?",2025-10-16T00:00:00+00:00,2025-11-02,0.0,0.48,0.5,8,0.2304,0.25,-0.019600000000000006,0.03846153846153849,0.03846153846153849
BAA10Y,fred,Will Moody's Seasoned Baa Corporate Bond Yield compared to the 10-year Treasury yield have increased by 2025-11-02 as compared to its value on 2025-10-26?,2025-10-16T00:00:00+00:00,2025-11-02,1.0,0.5,0.5,8,0.25,0.25,0.0,0.0,0.0
cI9O2UsgOQ,manifold,Will Elon Musk create a political party in 2025?,2025-10-16T00:00:00+00:00,2025-12-31,0.0,0.25,0.92,8,0.0625,0.8464,-0.7839,0.8933333333333334,0.8933333333333334
LRCX,yfinance,"Will LRCX's market close price on 2025-11-02 be higher than its market close price on 2025-10-26?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",2025-10-16T00:00:00+00:00,2025-11-02,1.0,0.52,0.58,8,0.2304,0.17640000000000003,0.053999999999999965,0.12499999999999989,0.12499999999999989
zqPzgyRyu9,manifold,Will Pxie and Destiny settle their lawsuit by the end of 2025?,2025-10-16T00:00:00+00:00,2026-01-01,0.0,0.55,0.0,8,0.30250000000000005,0.0,0.30250000000000005,-1.0,1.0
ECBASSETSW,fred,Will the amount of money representing all central bank assets for the euro area have increased by 2025-11-02 as compared to its value on 2025-10-26?,2025-10-16T00:00:00+00:00,2025-11-02,0.0,0.52,0.72,8,0.27040000000000003,0.5184,-0.24799999999999994,0.4166666666666666,0.4166666666666666
meteofrance_TEMPERATURE_celsius.07005.D,dbnomics,What is the probability that the daily average temperature at the French weather station at Abbeville will be higher on 2025-11-02 than on 2025-10-26?,2025-10-16T00:00:00+00:00,2025-11-02,1.0,0.25,0.35,8,0.5625,0.42250000000000004,0.13999999999999996,0.1333333333333333,0.1333333333333333
AMGN,yfinance,"Will AMGN's market close price on 2025-11-02 be higher than its market close price on 2025-10-26?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",2025-10-16T00:00:00+00:00,2025-11-02,1.0,0.51,0.52,8,0.24009999999999998,0.2304,0.009699999999999986,0.02040816326530614,0.02040816326530614
DTB6,fred,Will the Federal Reserve's 6-month secondary market treasury bill rate have increased by 2025-11-02 as compared to its value on 2025-10-26?,2025-10-16T00:00:00+00:00,2025-11-02,1.0,0.48,0.48,8,0.27040000000000003,0.27040000000000003,0.0,0.0,0.0
1563,infer,Will at least one European country or the European Union (EU) collectively commit to providing Ukraine with HIMARS-compatible rocket artillery systems or functional substitutes by 31 December 2025?,2025-10-16T00:00:00+00:00,2026-01-01,0.0,0.72,0.98,8,0.5184,0.9603999999999999,-0.44199999999999995,0.9285714285714285,0.9285714285714285
DUK,yfinance,"Will DUK's market close price on 2025-11-02 be higher than its market close price on 2025-10-26?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",2025-10-16T00:00:00+00:00,2025-11-02,0.0,0.51,0.52,8,0.2601,0.27040000000000003,-0.010300000000000031,0.02040816326530614,0.02040816326530614
7b3b3daea3d3ddab8bcc4462169fece4ea5c5dcc9cf8d98f52d8bc4efff3d467,wikipedia,"According to Wikipedia, will a vaccine have been developed for Toxocariasis (visceral larva migrans (VLM)) by 2025-11-02?",2025-10-16T00:00:00+00:00,2025-11-02,0.0,0.08,0.08,8,0.0064,0.0064,0.0,0.0,0.0
CPB,yfinance,"Will CPB's market close price on 2025-11-02 be higher than its market close price on 2025-10-26?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",2025-10-16T00:00:00+00:00,2025-11-02,0.0,0.5,0.48,8,0.25,0.2304,0.019600000000000006,-0.040000000000000036,0.040000000000000036
meteofrance_TEMPERATURE_celsius.78925.D,dbnomics,What is the probability that the daily average temperature at the French weather station at Martinique Aimé Césaire International Airport will be higher on 2025-11-02 than on 2025-10-26?,2025-10-16T00:00:00+00:00,2025-11-02,1.0,0.51,0.42,8,0.24009999999999998,0.3364000000000001,-0.09630000000000011,-0.17647058823529416,0.17647058823529416
a6b56a1a459b72ebfc6fcae606a89899f1f08a97f4ca1881dbe33f3485e2c1d1,wikipedia,"According to Wikipedia, will a vaccine have been developed for Bejel, Syphilis, and Yaws by 2025-11-02?",2025-10-16T00:00:00+00:00,2025-11-02,0.0,0.02,0.05,8,0.0004,0.0025000000000000005,-0.0021000000000000003,0.030612244897959186,0.030612244897959186
WGS10YR,fred,"Will the market yield on US treasury securities at 10-year constant maturity, quoted on an investment basis, have increased by 2025-11-02 as compared to its value on 2025-10-26?",2025-10-16T00:00:00+00:00,2025-11-02,1.0,0.5,0.92,8,0.25,0.006399999999999993,0.2436,0.8400000000000001,0.8400000000000001
c6beb1094ea37b62753907500f55b9c0e6b5258add44477a8a5f7839e2ae22e3,acled,"Will there be more 'Strategic developments' in Ivory Coast for the 30 days before 2025-11-02 compared to the 30-day average of 'Strategic developments' over the 360 days preceding 2025-10-26?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Strategic developments'
2023-11-11,1
2023-10-10,2
to calculate the 30-day average of 'Strategic developments' over the preceding 360 days, we’d have: (1+2)/12=0.25.

In this example, for the question to resolve positively, 1 or more 'Strategic developments' would need to occur in the 30 days leading up to the resolution.",2025-10-16T00:00:00+00:00,2025-11-02,1.0,0.45,0.45,8,0.30250000000000005,0.30250000000000005,0.0,0.0,0.0
0xc5e382cc0cda0a640c8687ed85e8182e006dfcc7ba3a6fa6c68d53e5782f5320,polymarket,Will Paris St-Germain finish in the top 4 of the Ligue 1 2025–26 standings?,2025-10-16T00:00:00+00:00,2026-04-22,1.0,0.82,0.99,8,0.03240000000000002,0.00010000000000000018,0.032300000000000016,0.9444444444444444,0.9444444444444444
REGN,yfinance,"Will REGN's market close price on 2025-11-02 be higher than its market close price on 2025-10-26?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",2025-10-16T00:00:00+00:00,2025-11-02,1.0,0.52,0.52,8,0.2304,0.2304,0.0,0.0,0.0
39c5b1a8f0aa3ee1a768e46ccdc5f1c1e002783ebe12f6ba97b44bb869efa7d5,acled,"Will there be more 'Strategic developments' in Reunion for the 30 days before 2025-11-02 compared to the 30-day average of 'Strategic developments' over the 360 days preceding 2025-10-26?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Strategic developments'
2023-11-11,1
2023-10-10,2
to calculate the 30-day average of 'Strategic developments' over the preceding 360 days, we’d have: (1+2)/12=0.25.

In this example, for the question to resolve positively, 1 or more 'Strategic developments' would need to occur in the 30 days leading up to the resolution.",2025-10-16T00:00:00+00:00,2025-11-02,0.0,0.25,0.45,8,0.0625,0.2025,-0.14,0.26666666666666666,0.26666666666666666
meteofrance_TEMPERATURE_celsius.07510.D,dbnomics,What is the probability that the daily average temperature at the French weather station at Bordeaux–Mérignac Airport will be higher on 2025-11-02 than on 2025-10-26?,2025-10-16T00:00:00+00:00,2025-11-02,1.0,0.25,0.35,8,0.5625,0.42250000000000004,0.13999999999999996,0.1333333333333333,0.1333333333333333
ADSK,yfinance,"Will ADSK's market close price on 2025-11-02 be higher than its market close price on 2025-10-26?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",2025-10-16T00:00:00+00:00,2025-11-02,0.0,0.52,0.25,8,0.27040000000000003,0.0625,0.20790000000000003,-0.5192307692307693,0.5192307692307693
meteofrance_TEMPERATURE_celsius.81401.D,dbnomics,What is the probability that the daily average temperature at the French weather station at Saint-Laurent will be higher on 2025-11-02 than on 2025-10-26?,2025-10-16T00:00:00+00:00,2025-11-02,1.0,0.37,0.42,8,0.39690000000000003,0.3364000000000001,0.06049999999999994,0.07936507936507935,0.07936507936507935
OVXCLS,fred,Will the Chicago Board Options Exchange's Crude Oil ETF Volatility Index have increased by 2025-11-02 as compared to its value on 2025-10-26?,2025-10-16T00:00:00+00:00,2025-11-02,0.0,0.5,0.15,8,0.25,0.0225,0.2275,-0.7,0.7
c8efef925f6ca8dda786a0ffd199765a7d0e6e61b577f1e23bcfda44abcb255e,acled,"Will there be more fatalities in Haiti for the 30 days before 2025-11-02 compared to the 30-day average of fatalities over the 360 days preceding 2025-10-26?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,fatalities
2023-11-11,1
2023-10-10,2
to calculate the 30-day average of fatalities over the preceding 360 days, we’d have: (1+2)/12=0.25.

In this example, for the question to resolve positively, 1 or more fatalities would need to occur in the 30 days leading up to the resolution.",2025-10-16T00:00:00+00:00,2025-11-02,0.0,0.58,0.68,8,0.3364,0.4624000000000001,-0.1260000000000001,0.23809523809523828,0.23809523809523828
meteofrance_TEMPERATURE_celsius.07607.D,dbnomics,What is the probability that the daily average temperature at the French weather station at Mont-de-Marsan will be higher on 2025-11-02 than on 2025-10-26?,2025-10-16T00:00:00+00:00,2025-11-02,1.0,0.42,0.35,8,0.3364000000000001,0.42250000000000004,-0.08609999999999995,-0.16666666666666669,0.16666666666666669
2e46df5b146400d2b997d510bae88153452d65e9a523828662d815911a017212,acled,"Will there be more 'Explosions/Remote violence' in Democratic Republic of Congo for the 30 days before 2025-11-02 compared to the 30-day average of 'Explosions/Remote violence' over the 360 days preceding 2025-10-26?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Explosions/Remote violence'
2023-11-11,1
2023-10-10,2
to calculate the 30-day average of 'Explosions/Remote violence' over the preceding 360 days, we’d have: (1+2)/12=0.25.

In this example, for the question to resolve positively, 1 or more 'Explosions/Remote violence' would need to occur in the 30 days leading up to the resolution.",2025-10-16T00:00:00+00:00,2025-11-02,1.0,0.55,0.38,8,0.20249999999999996,0.3844,-0.18190000000000006,-0.30909090909090914,0.30909090909090914
ff6ddb84aeb6fa873054302a4c05d0641384836ea11b3e4a40dc7c044d156aa5,acled,"Will there be more than ten times as many fatalities in Burundi for the 30 days before 2025-11-02 compared to one plus the 30-day average of fatalities over the 360 days preceding 2025-10-26?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,fatalities
2023-11-11,1
2023-10-10,2
to calculate one plus the 30-day average of fatalities over the preceding 360 days, we’d have: 1+(1+2)/12=1.25.

In this example, for the question to resolve positively, 13 (10 x 1.25) or more fatalities would need to occur in the 30 days leading up to the resolution.",2025-10-16T00:00:00+00:00,2025-11-02,0.0,0.15,0.08,8,0.0225,0.0064,0.0161,-0.4666666666666666,0.4666666666666666
IC4WSA,fred,Will the 4-week moving average of initial unemployment claims have increased by 2025-11-02 as compared to its value on 2025-10-26?,2025-10-16T00:00:00+00:00,2025-11-02,0.0,0.42,0.05,8,0.17639999999999997,0.0025000000000000005,0.17389999999999997,-0.8809523809523809,0.8809523809523809
0xd459f7a9a61a7c36807a0a4066cbc1579e9b6277894baf778569f026ff5e69fb,polymarket,Will RFK Jr. find the cause of Autism before November?,2025-10-16T00:00:00+00:00,2025-10-31,0.0,0.02,0.05,8,0.0004,0.0025000000000000005,-0.0021000000000000003,0.030612244897959186,0.030612244897959186
b56531512fb6a9e91e9af934df3b6f506a3f2103e10af0ce96705c79dec40ae9,acled,"Will there be more 'Explosions/Remote violence' in Chile for the 30 days before 2025-11-02 compared to the 30-day average of 'Explosions/Remote violence' over the 360 days preceding 2025-10-26?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Explosions/Remote violence'
2023-11-11,1
2023-10-10,2
to calculate the 30-day average of 'Explosions/Remote violence' over the preceding 360 days, we’d have: (1+2)/12=0.25.

In this example, for the question to resolve positively, 1 or more 'Explosions/Remote violence' would need to occur in the 30 days leading up to the resolution.",2025-10-16T00:00:00+00:00,2025-11-02,0.0,0.25,0.35,8,0.0625,0.12249999999999998,-0.059999999999999984,0.1333333333333333,0.1333333333333333
meteofrance_TEMPERATURE_celsius.81405.D,dbnomics,What is the probability that the daily average temperature at the French weather station at Cayenne – Félix Éboué Airport will be higher on 2025-11-02 than on 2025-10-26?,2025-10-16T00:00:00+00:00,2025-11-02,1.0,0.51,0.5,8,0.24009999999999998,0.25,-0.00990000000000002,-0.01960784313725492,0.01960784313725492
MRK,yfinance,"Will MRK's market close price on 2025-11-02 be higher than its market close price on 2025-10-26?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",2025-10-16T00:00:00+00:00,2025-11-02,0.0,0.52,0.52,8,0.27040000000000003,0.27040000000000003,0.0,0.0,0.0
0xa76a7ecac374e7e37f9dd7eacda947793f23d2886ffe0dc28fcc081a7f61423c,polymarket,Will Bitcoin dip below $100k before 2026?,2025-10-16T00:00:00+00:00,2025-11-04,1.0,0.72,0.95,8,0.07840000000000001,0.0025000000000000044,0.07590000000000001,0.8214285714285713,0.8214285714285713
dgPNU5ICzP,manifold,"Will Colbert be forced off air before May, 2026?",2025-10-16T00:00:00+00:00,2026-05-01,0.0,0.15,0.05,8,0.0225,0.0025000000000000005,0.019999999999999997,-0.6666666666666666,0.6666666666666666
93a724b0c420f128e996e873a82865c23ea53aaf6a2956e8be8d6b375e6c2894,acled,"Will there be more fatalities in Bangladesh for the 30 days before 2025-11-02 compared to the 30-day average of fatalities over the 360 days preceding 2025-10-26?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,fatalities
2023-11-11,1
2023-10-10,2
to calculate the 30-day average of fatalities over the preceding 360 days, we’d have: (1+2)/12=0.25.

In this example, for the question to resolve positively, 1 or more fatalities would need to occur in the 30 days leading up to the resolution.",2025-10-16T00:00:00+00:00,2025-11-02,0.0,0.42,0.35,8,0.17639999999999997,0.12249999999999998,0.05389999999999999,-0.16666666666666669,0.16666666666666669
edf3adf1735d53cb20af975a837c6076f11edbebb6551ac2d2e4f47c590f790a,acled,"Will there be more than ten times as many 'Battles' in Antarctica for the 30 days before 2025-11-02 compared to one plus the 30-day average of 'Battles' over the 360 days preceding 2025-10-26?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Battles'
2023-11-11,1
2023-10-10,2
to calculate one plus the 30-day average of 'Battles' over the preceding 360 days, we’d have: 1+(1+2)/12=1.25.

In this example, for the question to resolve positively, 13 (10 x 1.25) or more 'Battles' would need to occur in the 30 days leading up to the resolution.",2025-10-16T00:00:00+00:00,2025-11-02,0.0,0.01,0.01,8,0.0001,0.0001,0.0,0.0,0.0
fcd4c9217f96859652fff6e6d4ebb518a52bbd2e7a696f6fd31b9422a493b4ff,wikipedia,"According to Wikipedia, will a vaccine have been developed for Vibrio parahaemolyticus enteritis by 2025-11-02?",2025-10-16T00:00:00+00:00,2025-11-02,0.0,0.08,0.15,8,0.0064,0.0225,-0.0161,0.07608695652173912,0.07608695652173912
0x58d6aefe2c32e491460bd0a115153ebeb67b77c801e092615ffa01f625148aec,polymarket,Will Le Havre win the 2025–26 French Ligue 1?,2025-10-16T00:00:00+00:00,2026-03-01,0.0,0.008,0.001,8,6.4e-05,1e-06,6.3e-05,-0.875,0.875
0x77b4a1d4cd398a86c18b6bb9b5218917dc9f04b01a3cd4bae1c71ea345f15fa8,polymarket,Will Polymarket US go live in 2025?,2025-10-16T00:00:00+00:00,2025-12-06,1.0,0.28,0.92,8,0.5184,0.006399999999999993,0.512,0.888888888888889,0.888888888888889
meteofrance_TEMPERATURE_celsius.07020.D,dbnomics,What is the probability that the daily average temperature at the French weather station at Pointe De La Hague will be higher on 2025-11-02 than on 2025-10-26?,2025-10-16T00:00:00+00:00,2025-11-02,1.0,0.37,0.35,8,0.39690000000000003,0.42250000000000004,-0.02560000000000001,-0.054054054054054106,0.054054054054054106
Og5u9CudhA,manifold,Will TSLA drop below $200 a share in 2025?,2025-10-16T00:00:00+00:00,2025-12-31,0.0,0.62,0.08,8,0.3844,0.0064,0.378,-0.870967741935484,0.870967741935484
777e45ec0e466493a45b8a56e8569b124b04f9f49da990393971011932c7cd13,wikipedia,"According to Wikipedia, will a vaccine have been developed for Rocky Mountain spotted fever (RMSF) by 2025-11-02?",2025-10-16T00:00:00+00:00,2025-11-02,0.0,0.08,0.08,8,0.0064,0.0064,0.0,0.0,0.0
