id,source,question,freeze_datetime,resolution_date,outcome,p_h,p_he,n_evidence,brier_h,brier_he,brier_delta,z,abs_z,reasoning_h,reasoning_he
NFCILEVERAGE,fred,Will the Chicago Fed's National Financial Conditions Leverage Subindex have increased by 2025-11-02 as compared to its value on 2025-10-26?,2025-10-16T00:00:00+00:00,2025-11-02,1.0,0.5,0.5,9,0.25,0.25,0.0,0.0,0.0,"The Chicago Fed's National Financial Conditions Leverage Subindex is published weekly on Fridays. The question asks if it will increase between 2025-10-26 and 2025-11-02 (one week apart). Without access to real-time data or predictive models of financial conditions, this is essentially a coin flip. Financial conditions can shift either direction based on market movements, economic data, and policy developments. Historical volatility of this subindex suggests roughly equal probability of weekly increases or decreases.","The question asks whether the Chicago Fed's National Financial Conditions Leverage Subindex will increase between 2025-10-26 and 2025-11-02. The provided evidence discusses the Chicago Fed National Activity Index (CFNAI) and Chicago PMI, not the National Financial Conditions Index (NFCI) Leverage Subindex. These are different indices measuring different aspects of the economy. The CFNAI measures overall economic activity, while the NFCI Leverage Subindex specifically measures debt and equity leverage in financial conditions. The evidence is not directly relevant to forecasting the specific leverage subindex. Without recent data on the leverage subindex itself or clear leading indicators for it, I must rely on base rates. Financial condition indices are volatile week-to-week. With no specific evidence about leverage trends or financial conditions in late October 2025, the probability of an increase in any given week is approximately 50%, with slight adjustments for general economic conditions. The recent economic slowdown signals (PMI contraction, negative CFNAI) might suggest tightening financial conditions, but this doesn't directly predict leverage movements."
6Zyd999ZP9,manifold,Will India and Pakistan go to war in 2025?,2025-10-16T00:00:00+00:00,2025-12-31,0.0,0.08,0.08,10,0.0064,0.0064,0.0,0.0,0.0,"India and Pakistan have a history of military tensions and border conflicts, but formal declarations of war are rare. Since 1971, despite multiple crises (Kargil 1999, 2019 Balakot strikes, 2019 Pulwama attack), neither has issued a formal declaration of war. The high costs of direct conflict, nuclear weapons, and international pressure make formal war declarations unlikely. While 2025 could see escalations, the bar for formal declaration is very high.","The evidence shows escalating rhetoric and military posturing between India and Pakistan in 2025, including a significant May 2025 conflict (Operation Sindoor) that involved airstrikes and military exchanges but ended in a ceasefire. However, the resolution criteria requires a formal declaration of war, which is strictly defined and explicitly excludes border skirmishes, surgical strikes, and proxy wars. The October 2025 evidence shows intense verbal threats and warnings from both sides' military leaders, but no formal declaration of war. Pakistan faces concurrent threats from Afghanistan, and both nations appear to be engaging in deterrence posturing rather than pursuing formal war declarations. While tensions are high, the historical pattern shows India and Pakistan engage in military operations without formal declarations. The remaining ~2.5 months of 2025 provide limited time for escalation to formal war declaration, and both nations' strategic interests (Pakistan's new alliances, India's international positioning) suggest preference for military operations short of formal war."
0xfccc16f3bba1210d40db55ee1b71c741be5b14dc3512aba5dc32de5c6e0c4bde,polymarket,Will Bad Bunny be the top Spotify artist for 2025?,2025-10-16T00:00:00+00:00,2025-12-03,1.0,0.18,0.78,10,0.6724000000000001,0.04839999999999999,0.6240000000000001,0.7317073170731708,0.7317073170731708,"Bad Bunny has been a dominant force on Spotify, ranking as top artist multiple years. However, predicting the single top artist for 2025 is highly uncertain. Competition from artists like Taylor Swift, The Weeknd, Drake, and others is intense. Streaming patterns shift based on new releases, cultural moments, and listener preferences. Without knowing 2025's major releases or events, assigning high probability to any single artist is difficult. Bad Bunny's historical strength suggests above-baseline odds, but not overwhelming.","Evidence shows Bad Bunny has been Spotify's most-streamed artist for three consecutive years (2022-2024) and dominated 2025 streaming metrics. Snippet 2 reports his song 'DtMF' had over 1 billion streams in 2025, with five of his songs in the top 10 most-streamed tracks. Snippet 3 confirms he was Spotify's most-streamed artist worldwide for three consecutive years. His 2025 album 'DeBÍ TiRAR Más FOToS' topped Billboard's streaming albums chart with 152M first-week streams. His Puerto Rico residency (July-September 2025) generated massive engagement. However, the question asks about 2025 year-end results, which Spotify typically releases in December via Spotify Wrapped. The evidence is from September-October 2025, showing strong momentum but not final year-end data. Given his historical dominance, current streaming leadership, and lack of evidence of stronger competitors, the probability is high but not certain pending official Spotify announcement."
K8qazyZJ3tXyuLlzkkyk,manifold,Will San Diego FC make the playoffs in 2025?,2025-10-16T00:00:00+00:00,2026-01-01,1.0,0.45,0.99,10,0.30250000000000005,0.00010000000000000018,0.30240000000000006,0.9818181818181818,0.9818181818181818,"San Diego FC is an expansion MLS team that began play in 2024. As a new franchise, they typically face challenges in their inaugural season. However, MLS expansion teams have shown mixed results historically. Without access to current 2024 season standings or 2025 roster information, I estimate moderate probability based on typical expansion team performance and the competitive nature of MLS playoffs.","Multiple credible sources from August-October 2025 confirm that San Diego FC has already clinched a playoff berth in the 2025 MLS season. The team secured qualification on August 24, 2025, with a 0-0 draw against Portland Timbers, becoming the fastest expansion team to reach the playoffs (28 games). By early October, San Diego FC had finished the regular season with 60 points, the most ever by an MLS expansion team, and clinched the top seed in the Western Conference. The question asks about 2025 playoff qualification, which has definitively occurred based on these contemporaneous reports."
WALCL,fred,Will the total dollar amount of assets held by all US Federal Reserve banks have increased by 2025-11-02 as compared to its value on 2025-10-26?,2025-10-16T00:00:00+00:00,2025-11-02,0.0,0.52,0.52,8,0.27040000000000003,0.27040000000000003,0.0,0.0,0.0,"The Federal Reserve's balance sheet (WALCL) fluctuates weekly based on open market operations, quantitative easing/tightening, and other monetary policy actions. Over a 7-day period (Oct 26 to Nov 2, 2025), the balance sheet could move either direction. Historical data shows the Fed's assets have been relatively stable in recent years with modest weekly variations. Without specific knowledge of planned Fed actions in late October 2025, this is essentially a coin flip with slight bias toward stability/modest growth given typical Fed operations.","The question asks whether total Fed assets (WALCL) will increase between 2025-10-26 and 2025-11-02. Evidence shows the Fed's balance sheet at $6,587 billion (Oct 2), $6,608 billion (Sept 25), and $6,606 billion (Sept 11). More recent data shows $659.1 billion as of Oct 9. The evidence indicates recent volatility with both increases and decreases in the balance sheet. The Oct 2-9 period showed a modest increase. However, the evidence is limited and doesn't directly address the specific Oct 26-Nov 2 period. Historical patterns show the Fed's balance sheet fluctuates weekly based on operational factors. Given the recent modest increases and the Fed's ongoing liquidity management, there's a slight bias toward increases, but substantial uncertainty remains about this specific week."
61c0fb3703e68cee2439afd5c2d71522bc6649a1fa154491f58981456fa8ab68,wikipedia,"According to Wikipedia, will Aaron Peirsol still hold the world record for 200m backstroke in long course (50 metres) swimming pools on 2025-11-02?",2025-10-16T00:00:00+00:00,2025-11-02,1.0,0.78,0.78,10,0.04839999999999999,0.04839999999999999,0.0,0.0,0.0,"Aaron Peirsol set the 200m backstroke world record of 1:51.92 in 2009. This record has stood for over 15 years. While swimming records do get broken, the 200m backstroke is a relatively niche event. Given that no one has broken this record in 15+ years despite numerous international competitions, and we're only forecasting ~11 months ahead, it's unlikely someone will break it by November 2025. However, there's always some probability of a breakthrough performance.","The question asks whether Aaron Peirsol will still hold the world record for 200m backstroke in long course (50m) pools on 2025-11-02. The evidence provided discusses various swimming records from October 2025, but critically, all records mentioned are either in short course (25m) pools or are not the 200m backstroke long course record. Snippet 3 mentions Hubert Kos setting a time of 1:46.84 in the 200m backstroke at the 2025 World Cup in Carmel, but this event was held in a short course (25m) pool, as explicitly stated in snippet 5 and 6. The evidence does not contain any information about the current long course 200m backstroke world record or whether it has been broken recently. Without evidence of a recent record-breaking performance in long course 200m backstroke, and given that Aaron Peirsol's record (1:51.92 from 2009) has stood for over 15 years, it is unlikely to have been broken by November 2, 2025, especially with no evidence presented of such a break."
edf3adf1735d53cb20af975a837c6076f11edbebb6551ac2d2e4f47c590f790a,acled,"Will there be more than ten times as many 'Battles' in Antarctica for the 30 days before 2025-11-02 compared to one plus the 30-day average of 'Battles' over the 360 days preceding 2025-10-26?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Battles'
2023-11-11,1
2023-10-10,2
to calculate one plus the 30-day average of 'Battles' over the preceding 360 days, we’d have: 1+(1+2)/12=1.25.

In this example, for the question to resolve positively, 13 (10 x 1.25) or more 'Battles' would need to occur in the 30 days leading up to the resolution.",2025-10-16T00:00:00+00:00,2025-11-02,0.0,0.01,0.01,10,0.0001,0.0001,0.0,0.0,0.0,"This question asks about 'Battles' in Antarctica according to ACLED data. Antarctica has virtually no organized armed groups or military conflicts. Historical ACLED data shows essentially zero battle events in Antarctica. The baseline (30-day average over 360 days before 2025-10-26) would be approximately 0, making the threshold 10×(1+0)=10 battles. For the question to resolve YES, 10+ battles would need to occur in Antarctica in 30 days before 2025-11-02. This is extremely unlikely given Antarctica's status as a demilitarized zone under the Antarctic Treaty System with no armed conflicts.","The question asks whether 'Battles' in Antarctica (as defined by ACLED - violent interactions between organized armed groups) will exceed 10 times a baseline threshold during Oct 3-Nov 2, 2025. The evidence provided discusses Antarctic tourism, climate change, ice melting, scientific research, and military base operations. None of the evidence mentions armed conflicts, organized violence between groups, or any 'Battles' in Antarctica. Antarctica is governed by the Antarctic Treaty System, which prohibits military activities and maintains the continent for peaceful purposes. The evidence shows tourism expansion, scientific missions, and environmental monitoring - all peaceful activities. Historical ACLED data for Antarctica would likely show very few or zero 'Battle' events given the treaty framework. The probability of even one 'Battle' occurring, let alone exceeding a threshold of 10x a baseline, is extremely low."
meteofrance_TEMPERATURE_celsius.07005.D,dbnomics,What is the probability that the daily average temperature at the French weather station at Abbeville will be higher on 2025-11-02 than on 2025-10-26?,2025-10-16T00:00:00+00:00,2025-11-02,1.0,0.35,0.42,10,0.42250000000000004,0.3364000000000001,0.08609999999999995,0.1076923076923077,0.1076923076923077,"This question asks about comparing daily average temperatures at Abbeville, France between two dates in late October and early November 2025. November 2nd is 7 days after October 26th. In the Northern Hemisphere, late October to early November typically shows cooling trends as autumn progresses toward winter. Abbeville is in northern France (Picardy region). Statistically, temperatures tend to decrease from late October to early November in this region. The probability that November 2nd would be warmer than October 26th is below 50%, accounting for normal seasonal cooling patterns, though weather variability means it's not extremely unlikely.","The question asks whether the daily average temperature at Abbeville on 2025-11-02 will be higher than on 2025-10-26. The evidence provided contains general information about 2025 summer temperatures in France and some August/late August forecasts, but no specific data about Abbeville or temperatures in late October/early November 2025. The most relevant snippet (9) discusses late October weather patterns, noting temperatures near seasonal norms (~15°C) with no significant cold snaps expected before November 1, and a slight weather shift anticipated with modest precipitation. This suggests relatively stable, moderate conditions. Without specific historical data for Abbeville or detailed forecasts for these exact dates, I must rely on climatological reasoning: late October typically sees cooling trends in northern France (Abbeville is in the far north), while early November continues this cooling. The 7-day difference is relatively short, making large temperature swings unlikely. Given seasonal patterns and the lack of evidence suggesting exceptional weather events, temperatures on these dates would likely be similar, with a slight tendency toward cooler conditions on November 2 due to seasonal progression."
0x16d24ebfbf42d9f4c24f11962424d41829db6cc542593c09acee647958020382,polymarket,Will Moonshot have the best AI model on October 31?,2025-10-16T00:00:00+00:00,2025-10-31,0.0,0.08,0.15,10,0.0064,0.0225,-0.0161,0.07608695652173912,0.07608695652173912,"Moonshot is a Chinese AI company with limited international presence. As of my knowledge cutoff, leading AI models are from OpenAI (GPT-4), Google (Gemini), Anthropic (Claude), and xAI (Grok). Moonshot's models haven't demonstrated superiority on major benchmarks. By October 31, 2025, it's unlikely Moonshot will have the highest Chatbot Arena score given the competitive landscape and resources of larger players.","The question asks whether Moonshot will have the best AI model on October 31, 2025, based on the Chatbot Arena LLM Leaderboard. Evidence shows Moonshot released Kimi K2 in July 2025, which reportedly outperforms GPT-4 and Claude on coding benchmarks. However, recent evidence (September-October 2025) indicates GPT-5 emerged as the top performer in multiple benchmarks, including a Werewolf game test where it was 'undefeated.' OpenAI unveiled GPT-5 Pro on October 6, 2025, described as 'the most intelligent and deepest model we've ever built.' While Kimi K2 showed strong performance and creative strategies, GPT-5 appears to have established clear superiority across multiple evaluation metrics as of early October 2025. The Chatbot Arena Leaderboard specifically measures arena scores, and current evidence suggests GPT-5/OpenAI models are leading. With only three weeks until October 31, a significant shift would be needed for Moonshot to overtake OpenAI's models."
IC4WSA,fred,Will the 4-week moving average of initial unemployment claims have increased by 2025-11-02 as compared to its value on 2025-10-26?,2025-10-16T00:00:00+00:00,2025-11-02,0.0,0.42,0.52,7,0.17639999999999997,0.27040000000000003,-0.09400000000000006,0.17241379310344832,0.17241379310344832,"The 4-week moving average of initial unemployment claims is a relatively stable economic indicator that typically fluctuates within a narrow range week-to-week. A one-week change (from Oct 26 to Nov 2) would require a notable shift in labor market conditions. Historical volatility suggests small week-to-week changes are common, but increases of meaningful magnitude are less frequent than decreases or no change. Without specific economic shocks anticipated, the baseline expectation is modest stability or slight improvement in labor markets.","The question asks whether the 4-week moving average of initial unemployment claims will increase from 2025-10-26 to 2025-11-02. The evidence provided covers data through early September 2025, showing the 4-week moving average at 240,500 (week ending Sept 6). The question concerns data 8+ weeks in the future from the latest evidence. Without current data for late October/early November 2025, I must rely on historical patterns. The evidence shows recent volatility with claims rising from 226,250 (mid-August) to 240,500 (early September), suggesting upward pressure. However, predicting a specific week-to-week change 8+ weeks ahead with no recent data is highly uncertain. The baseline probability of any random week showing an increase is approximately 50%, with slight upward bias given recent trends."
5d675aaaef89c7e9b340de20f164638503d97a39dcac53d5db6762f613f2c591,wikipedia,"According to Wikipedia, will Anna Muzychuk have a FIDE ranking on 2025-11-02 as high or higher than their ranking on 2025-10-26?",2025-10-16T00:00:00+00:00,2025-11-02,1.0,0.52,0.42,10,0.2304,0.3364000000000001,-0.1060000000000001,-0.19230769230769237,0.19230769230769237,"Anna Muzychuk is a Ukrainian chess grandmaster. The question asks whether her FIDE ranking on 2025-11-02 will be at least as high as on 2025-10-26 (a 7-day period). FIDE rankings are updated monthly, so both dates would likely fall within the same rating period or adjacent periods. Short-term rating changes depend on tournament results during that specific period. Without knowledge of her scheduled games or recent performance, the probability of maintaining or improving rating over a week is roughly 50%, though elite players tend to have stable ratings. Given the short timeframe and typical rating stability, I estimate slightly above 50% probability.","Based on the evidence, Anna Muzychuk's FIDE ranking as of October 1, 2025 was 2525 (8th place among women). The question asks whether her ranking on November 2, 2025 will be as high or higher than on October 26, 2025. We have no direct information about her rating on October 26 or November 2, 2025. However, the evidence shows she dropped 10 rating points between September 1 (2535, 6th place) and October 1 (2525, 8th place), indicating a declining trend. Chess ratings typically fluctuate based on tournament results. Without information about her tournament schedule or performance between late October and early November, and given the recent downward trend, there's modest uncertainty. The one-week gap between October 26 and November 2 is relatively short, making large rating swings less likely. However, the recent downward trajectory suggests continued decline is plausible. Absent specific tournament information, a slight decline or stability is more probable than improvement."
